0.7003182540	a.m
0.6808972222	numbers
0.6649726190	circle
0.6648257937	favorite
0.6633432540	nouns
0.6618257937	words
0.6563428571	ph
0.6559507937	nice
0.6553575397	pronouns
0.6517126984	box
0.6495309524	soccer
0.6489753968	play
0.6478472222	sh
0.6465321429	basketball
0.6462067460	picture
0.6442773810	wh
0.6430480159	dollars
0.6403940476	pm
0.6378099206	phone
0.6376710317	bz
0.6360738095	oranges
0.6359527778	morning
0.6329543651	read
0.6320876984	game
0.6318757937	english
0.6294301587	hamburger
0.6277543651	card
0.6250043651	baseball
0.6245638889	subject
0.6233019841	meet
0.6227464286	table
0.6224190476	ball
0.6207702381	hear
0.6202742063	socks
0.6183515873	clothes
0.6183178571	ik
0.6176551587	burger
0.6175857143	chair
0.6172345238	party
0.6171166667	letters
0.6170261905	number
0.6170043651	tennis
0.6165579365	volleyball
0.6164563492	telephone
0.6149226190	eee
0.6145400794	sofa
0.6135194444	email
0.6133833333	afternoon
0.6125579365	tape
0.6123198413	bat
0.6105813492	store
0.6092523810	bananas
0.6089146825	model
0.6089146825	plane
0.6088376984	friend
0.6073547619	conversation
0.6066392857	brother
0.6059916667	complete
0.6054357143	2b
0.6039285714	chinese
0.6020996032	photo
0.6017912698	answers
0.6012206349	excuse
0.6004126984	sentences
0.5996329365	student
0.5995067460	unit
0.5984289683	lunch
0.5983154762	practice
0.5977984127	pl
0.5965031746	jacket
0.5943861111	school
0.5938416667	dinner
0.5937821429	goodbye
0.5937821429	education
0.5912142857	4b
0.5910476190	january
0.5898353175	middle
0.5898353175	2nd
0.5898353175	vegetables
0.5888317460	pairs
0.5888317460	player
0.5884007937	monday
0.5880214286	ra
0.5877186508	trip
0.5876511905	sounds
0.5873218254	_
0.5868388889	tv
0.5864642857	buy
0.5842543651	pair
0.5839515873	questions
0.5837222222	china
0.5834309524	breakfast
0.5825904762	things
0.5816289683	bookcase
0.5806865079	class
0.5796142857	starter
0.5790698413	list
0.5770007937	october
0.5758412698	answer
0.5756865079	names
0.5731884921	nc
0.5731884921	apples
0.5731884921	tomatoes
0.5731884921	test
0.5724750000	write
0.5724194444	girl
0.5721075397	column
0.5721075397	order
0.5721075397	2e
0.5719626984	lesson
0.5706805556	festival
0.5706805556	bats
0.5706805556	17th
0.5706805556	prices
0.5693892857	birthday
0.5692111111	man
0.5691912698	www
0.5691912698	mei
0.5691912698	coco
0.5645464286	boy
0.5626115079	salad
0.5623031746	sb
0.5618531746	dz
0.5615238095	june
0.5607103175	hey
0.5605734127	photos
0.5604603175	dd
0.5571265873	units
0.5564484127	wang
0.5564484127	sunday
0.5564484127	introduce
0.5564484127	yu
0.5564484127	ilike
0.5545670635	jiang
0.5533476190	sl
0.5533476190	lin
0.5533476190	recycling
0.5533476190	structures
0.5532869048	hmm
0.5532869048	p.e
0.5532869048	march
0.5532869048	saturday
0.5527321429	miller
0.5518333333	p.s1
0.5507174603	lilan
0.5507174603	tm
0.5507174603	ineed
0.5507174603	iam
0.5507174603	ww
0.5507174603	grammar
0.5507174603	tapescripts
0.5507174603	possessive
0.5507174603	hh
0.5507174603	johns
0.5491654762	july
0.5489674603	tuesday
0.5489674603	november
0.5489674603	identify
0.5481738095	thursday
0.5481738095	april
0.5476750000	section
0.5476750000	vocabulary
0.5468460317	december
0.5465246032	woman
0.5455773810	dear
0.5455309524	p37
0.5451642857	male
0.5451642857	underline
0.5451642857	iv
0.5451642857	ain
0.5451642857	p20
0.5451642857	p13
0.5451642857	childrens
0.5451642857	ist
0.5451642857	female
0.5451642857	bring
0.5451642857	wik
0.5451642857	gi
0.5444714286	ido
0.5444714286	wednesday
0.5444714286	february
0.5444714286	mrs
0.5435924603	w
0.5435571429	p32
0.5435571429	aset
0.5431404762	mom
0.5426047619	xie
0.5426047619	alices
0.5426047619	bee
0.5426047619	ihave
0.5426047619	zhang
0.5426047619	mingming
0.5426047619	yy
0.5426047619	conjunction
0.5426047619	verb
0.5426047619	itsa
0.5426047619	helens
0.5426047619	asi
0.5426047619	sallys
0.5423376984	nau
0.5423376984	f3
0.5423376984	4c
0.5415404762	page
0.5415019841	p17
0.5415019841	ye
0.5415019841	bye
0.5415019841	da
0.5415019841	ii
0.5414301587	chart
0.5414301587	games
0.5414301587	correct
0.5414301587	mail
0.5410269841	ve
0.5410269841	hu
0.5410269841	ps9
0.5410269841	nn
0.5402305556	ba
0.5394551587	ah
0.5390202381	2012
0.5388400794	ere
0.5388214286	lost
0.5380404762	anna
0.5379944444	00
0.5373896825	sale
0.5370888889	om
0.5367920635	each
0.5356119048	kate
0.5356119048	jack
0.5356119048	mike
0.5356119048	mr
0.5356119048	david
0.5341682540	come
0.5339269841	letter
0.5339269841	conversations
0.5339269841	shirt
0.5339269841	cream
0.5339269841	ice
0.5339269841	talk
0.5336071429	thirteen
0.5336071429	ea
0.5336071429	relaxing
0.5336071429	brothers
0.5336071429	p4
0.5336071429	long
0.5336071429	milk
0.5334126984	tidy
0.5334126984	busy
0.5334126984	uncle
0.5334126984	cousin
0.5334126984	p.s9
0.5326099206	paul
0.5321119048	sally
0.5321119048	mary
0.5315408730	wel
0.5312563492	itis
0.5312563492	pa
0.5309726190	smith
0.5303277778	aa
0.5301007937	43
0.5298944444	about
0.5291119048	alice
0.5290063492	p.s2
0.5285674603	chicken
0.5285674603	cup
0.5285674603	key
0.5285563492	helen
0.5283710317	uv
0.5283710317	bh
0.5279130952	look
0.5265071429	next
0.5264281746	49
0.5263488095	after
0.5261849206	oo
0.5260972222	jl
0.5260972222	af
0.5259757937	alan
0.5259515873	want
0.5259257937	p.l4
0.5259257937	sell
0.5259257937	price
0.5259257937	vegetable
0.5259257937	strawberry
0.5259257937	boring
0.5259257937	grandfather
0.5244253968	boys
0.5243091270	tom
0.5239373016	ti
0.5237535714	bob
0.5235757937	two
0.5235134921	make
0.5234424603	2c
0.5234202381	cindy
0.5233404762	conj
0.5231821429	eric
0.5229738095	spell
0.5222948413	friday
0.5222750000	li
0.5222750000	bb
0.5220456349	john
0.5219515873	own
0.5217642857	august
0.5217380952	classes
0.5215996032	al
0.5215373016	jane
0.5213428571	linda
0.5210412698	47
0.5206484127	jenny
0.5206063492	apple
0.5206063492	pear
0.5206063492	p38
0.5206063492	p31
0.5206063492	p.l7
0.5206063492	rice
0.5206063492	love
0.5206063492	grandpa
0.5198063492	purple
0.5190250000	tt
0.5190250000	wy
0.5189567460	shorts
0.5187952381	last
0.5187876984	fat
0.5187876984	ninth
0.5187876984	eighth
0.5187876984	em
0.5187876984	strawberries
0.5187876984	cool
0.5187876984	dollar
0.5187876984	banana
0.5187876984	tomato
0.5187876984	eraser
0.5187876984	grandma
0.5187876984	grandmother
0.5187876984	tu
0.5187876984	question
0.5187876984	egg
0.5187876984	bread
0.5187876984	set
0.5187876984	aunt
0.5187876984	dad
0.5186281746	br
0.5186281746	kk
0.5186281746	init
0.5181373016	1a
0.5172511905	clock
0.5172511905	healthy
0.5171297619	het
0.5171297619	ab
0.5171297619	sn
0.5171297619	fh
0.5171297619	fg
0.5171297619	ath
0.5171297619	ht
0.5171297619	ef
0.5171297619	sees
0.5170365079	bed
0.5169242063	mm
0.5162821429	sure
0.5161373016	bar
0.5161099206	fox
0.5161099206	p.ll
0.5161099206	de1
0.5161099206	mi
0.5161099206	la:st
0.5161099206	ps3
0.5161099206	d3
0.5161099206	beds
0.5161099206	fan
0.5161099206	py
0.5161099206	thirteenth
0.5161099206	tenth
0.5161099206	30th
0.5161099206	12th
0.5161099206	4th
0.5161099206	bags
0.5161099206	di
0.5161099206	carrots
0.5161099206	havea
0.5161099206	3c
0.5161099206	na
0.5161099206	4a
0.5161099206	ma
0.5161099206	children
0.5161099206	ownership
0.5161099206	sixteen
0.5160019841	match
0.5147702381	mmm
0.5144869048	mother
0.5142511905	thing
0.5140222222	first
0.5138031746	people
0.5135920635	bag
0.5135920635	red
0.5135456349	p4l
0.5135456349	pal
0.5135456349	p35
0.5135456349	p33
0.5135456349	fo
0.5135456349	inter
0.5135456349	tr
0.5135456349	sock
0.5135456349	ju
0.5135456349	lb
0.5135456349	twelfth
0.5135456349	sixth
0.5135456349	birthdays
0.5135456349	22nd
0.5135456349	eighteen
0.5135456349	pears
0.5135456349	ih
0.5135456349	pencils
0.5135456349	classmates
0.5135456349	en
0.5135456349	daughter
0.5135456349	late
0.5134587302	computer
0.5134003968	fruit
0.5133797619	ek
0.5133797619	wr
0.5133797619	whe
0.5133797619	pee
0.5133797619	eb
0.5133797619	pep
0.5133797619	bor
0.5133797619	cd
0.5127416667	ha
0.5123821429	wa
0.5122587302	difficult
0.5120678571	te
0.5118115079	grace
0.5115615079	frank
0.5115202381	bl
0.5115202381	kh
0.5115202381	sf
0.5115202381	pt
0.5115202381	pra
0.5115202381	sse
0.5115202381	ees
0.5115202381	bbc
0.5114579365	nine
0.5112960317	ss
0.5111845238	hat
0.5110067460	interj
0.5110031746	you're
0.5109281746	habit
0.5109281746	p40
0.5109281746	p34
0.5109281746	b3
0.5109281746	p.l9
0.5109281746	p.l6
0.5109281746	7k
0.5109281746	p.s6
0.5109281746	n.r
0.5109281746	wot
0.5109281746	p.sl
0.5109281746	women
0.5109281746	shoe
0.5109281746	hour
0.5109281746	amap
0.5109281746	schedule
0.5109281746	activity
0.5109281746	thirtieth
0.5109281746	nineteenth
0.5109281746	eighteenth
0.5109281746	sixteenth
0.5109281746	eleventh
0.5109281746	21st
0.5109281746	5th
0.5109281746	29th
0.5109281746	26th
0.5109281746	yuan
0.5109281746	sweaters
0.5109281746	seventeen
0.5109281746	fourteen
0.5109281746	wrong
0.5109281746	basketballs
0.5109281746	_b
0.5109281746	lose
0.5109281746	pens
0.5109281746	parent
0.5109281746	boxes
0.5109281746	vu
0.5109281746	1i
0.5109281746	sing
0.5109281746	age
0.5109281746	ial
0.5109281746	31st
0.5109281746	p45
0.5109281746	p3l
0.5109281746	p29
0.5109281746	9s
0.5109281746	ga
0.5109281746	p.l0
0.5109281746	p.l
0.5109281746	p.s7
0.5109281746	cards
0.5109281746	bear
0.5109281746	akey
0.5109281746	plays
0.5109281746	seventeenth
0.5109281746	fifteenth
0.5109281746	fourteenth
0.5109281746	28th
0.5109281746	27th
0.5109281746	16th
0.5109281746	6th
0.5109281746	today
0.5109281746	asks
0.5109281746	tapes
0.5109281746	ib
0.5109281746	ese
0.5109281746	classmate
0.5109281746	ig
0.5107615079	subjects
0.5106329365	p43
0.5106329365	p41
0.5106329365	p2
0.5106329365	tf
0.5106329365	sport
0.5106329365	finish
0.5106329365	twentieth
0.5106329365	seventh
0.5106329365	fourth
0.5106329365	3rd
0.5106329365	bi
0.5106329365	balls
0.5106329365	head
0.5106329365	skirt
0.5106329365	carrot
0.5106329365	ring
0.5106329365	son
0.5105087302	p.ss
0.5104507937	mat
0.5104507937	ws
0.5104507937	ke
0.5103670635	september
0.5101845238	au
0.5095678571	ar
0.5094007937	may
0.5089202381	of
0.5086928571	se
0.5086507937	ff
0.5085583333	then
0.5080809524	friends
0.5076777778	the
0.5073742063	eat
0.5073603175	ad
0.5072055556	in
0.5069535714	bs
0.5069535714	ls
0.5053829365	grandparents
0.5049416667	ei
0.5048829365	keys
0.5048829365	sweater
0.5048829365	fine
0.5046976190	pronunciation
0.5045607143	gina
0.5045365079	dictionary
0.5044222222	il
0.5044158730	check
0.5044011905	2d
0.5043880952	lets
0.5034273810	geography
0.5034107143	prep
0.5031313492	es
0.5029436508	good
0.5029305556	see
0.5029246032	ruler
0.5022742063	again
0.5022579365	partner
0.5019567460	welcome
0.5015440476	above
0.5015091270	on
0.5013924603	like
0.5011912698	trousers
0.5011912698	room
0.5007722222	r
0.5007611111	white
0.4999567460	fe
0.4999416667	great
0.4996484127	seven
0.4992734127	shoes
0.4990924603	ac
0.4988067460	vi
0.4988023810	sister
0.4984388889	cc
0.4981523810	parents
0.4981515873	1b
0.4977730159	sth
0.4977670635	oe
0.4977023810	num
0.4976769841	book
0.4976769841	map
0.4972071429	desk
0.4972071429	orange
0.4970833333	give
0.4960170635	p.s10
0.4960170635	wi
0.4960170635	star
0.4960170635	word
0.4960170635	yeah
0.4960170635	dr
0.4960170635	st
0.4960170635	group
0.4958023810	color
0.4957785714	father
0.4957357143	le
0.4957194444	to
0.4955051587	dale
0.4951599206	p.s12
0.4951599206	ai
0.4951599206	fi
0.4951599206	sound
0.4951599206	colors
0.4950273810	&
0.4945464286	im
0.4940750000	science
0.4939690476	big
0.4938281746	adv
0.4936539683	ms
0.4936337302	adj
0.4933472222	use
0.4933472222	he's
0.4933472222	we're
0.4932500000	fun
0.4928825397	for
0.4924603175	notebook
0.4920821429	cece
0.4920638889	p.s5
0.4920638889	jo
0.4920638889	tb
0.4920638889	ic
0.4920638889	ne
0.4918551587	quilt
0.4918551587	radio
0.4915416667	interesting
0.4907273810	brown
0.4898619048	hamburgers
0.4886083333	dates
0.4884027778	black
0.4884027778	blue
0.4879825397	01
0.4879825397	09
0.4868011905	3b
0.4858055556	os
0.4857055556	right
0.4856496032	easy
0.4856496032	short
0.4856496032	small
0.4855674603	ay
0.4854638889	pron
0.4848869048	ccc
0.4841876984	that's
0.4839234127	history
0.4837333333	ce
0.4822317460	watch
0.4821317460	math
0.4816722222	hats
0.4816722222	girls
0.4814392857	where's
0.4812317460	~
0.4810765873	activities
0.4807400794	pen
0.4805400794	la
0.4802281746	er
0.4802019841	yellow
0.4801761905	id
0.4801067460	schoolbag
0.4798686508	music
0.4790531746	name's
0.4788928571	1c
0.4787904762	whos
0.4785515873	don't
0.4784646825	p.s
0.4782805556	add
0.4781714286	month
0.4780484127	3a
0.4780250000	pe
0.4777904762	up
0.4774948413	they're
0.4769599206	p.s0
0.4769599206	ps2
0.4769599206	sel
0.4769599206	lessons
0.4769599206	ki
0.4769599206	umm
0.4769599206	bil
0.4769599206	doyoulike
0.4769599206	survey
0.4769599206	description
0.4769599206	wat
0.4769599206	remember
0.4769599206	lan
0.4769599206	ck
0.4769599206	t's
0.4761611111	si
0.4760448413	hows
0.4760448413	she's
0.4758801587	name
0.4758452381	p.s3
0.4753662698	let's
0.4751142857	dog
0.4748404762	ask
0.4744555556	out
0.4741857143	ia
0.4741857143	av
0.4741857143	eer
0.4741345238	art
0.4741246032	library
0.4734238095	day
0.4733285714	free
0.4730642857	2a
0.4726476190	week
0.4726476190	happy
0.4714928571	family
0.4705047619	term
0.4704948413	books
0.4701817460	and
0.4700210317	ps
0.4696265873	likes
0.4694722222	ta
0.4694285714	food
0.4694273810	maybe
0.4694273810	which
0.4690357143	02
0.4690067460	shes
0.4689706349	db
0.4689706349	pea
0.4689706349	cee
0.4688535714	sorry
0.4685107143	theyre
0.4679654762	thirty
0.4677250000	put
0.4675242063	pi
0.4671912698	down
0.4671912698	new
0.4667932540	evening
0.4660107143	hello
0.4652869048	wheres
0.4640087302	pencil
0.4634551587	when
0.4634551587	hi
0.4631337302	its
0.4627210317	who's
0.4619690476	many
0.4617503968	habits
0.4612559524	sports
0.4612079365	draw
0.4605821429	bill
0.4596238095	hes
0.4594912698	per
0.4588658730	t
0.4576202381	well
0.4566333333	ft
0.4566333333	ll
0.4565821429	whats
0.4565071429	found
0.4560265873	oh
0.4557777778	it's
0.4555408730	classroom
0.4547051587	yes
0.4538023810	fa
0.4532579365	18
0.4532579365	aren't
0.4525658730	why
0.4516968254	pss
0.4515702381	l
0.4513349206	what's
0.4511968254	months
0.4511968254	sou
0.4511968254	ks
0.4511968254	ch
0.4511968254	tee
0.4511968254	el
0.4511968254	ent
0.4511968254	cree
0.4511968254	ted
0.4511968254	wer
0.4507285714	ae
0.4500134921	no
0.4498436508	so
0.4484126984	23
0.4484126984	get
0.4483273810	green
0.4474869048	x
0.4461833333	take
0.4458904762	at
0.4454496032	30
0.4454496032	always
0.4454496032	35
0.4454496032	fifth
