0.9178597087	by train
0.9163342401	by plane
0.9066511052	go fishing
0.9005237506	by bus
0.8912175276	by car
0.8540064683	by bike
0.8456830305	by boat
0.8404604083	by ship
0.8374480198	play ping pong
0.8300465566	by subway
0.8172179253	go to school
0.8154100831	no problem
0.7971225340	play football
0.7558618920	play computer games
0.7196406251	computer games
0.7111589481	on foot
0.7061745233	@ listen and write
0.7036997668	very much
0.6948433573	wait for
0.6867734861	play basketball
0.6484632395	likes
0.6484632395	turtle
0.6484632395	bird
0.6484632395	shop
0.6484632395	knife
0.6397038961	phone
0.6397038961	arm
0.6397038961	parents
0.6397038961	qh
0.6397038961	game
0.6397038961	cars
0.6397038961	skirt
0.6397038961	hamburger
0.6397038961	water
0.6397038961	evening
0.6397038961	happy
0.6390674281	unit 6
0.6290435426	ruler
0.6290435426	horse
0.6290435426	pen
0.6290435426	playing
0.6290435426	worker
0.6211774193	@ listen and circle
0.6174950577	nurse
0.6174950577	visit
0.6174950577	farmer
0.6174950577	hurt
0.6174950577	teacher
0.6169408009	swim
0.6169408009	toy
0.6169408009	calls
0.6169408009	sister
0.6169408009	sick
0.6169408009	cool
0.6169408009	small
0.6169408009	girl
0.6169408009	paper
0.6169408009	schoolbag
0.6169408009	eraser
0.6169408009	friend
0.6169408009	farm
0.6169408009	bar
0.6169408009	enjoy
0.6169408009	hill
0.6169408009	dancer
0.6169408009	hope
0.6169408009	poor
0.6169408009	dirty
0.6169408009	step
0.6169408009	apple
0.6169408009	players
0.6169408009	days
0.6169408009	pork
0.6169408009	eats
0.6169408009	fort
0.6169408009	interesting
0.6169408009	carefull
0.6169408009	shirt
0.6169408009	sir
0.6169408009	gate
0.6169408009	rule
0.6169408009	house
0.6169408009	big
0.6169408009	late
0.6154040636	wants to
0.6150209342	_ _
0.6116950577	careful
0.6116950577	safe
0.6116950577	grandparents
0.6116950577	running
0.6116771613	unit 5
0.6090379149	pe
0.6090379149	oe
0.6071894239	travel by
0.6058374802	goes to school
0.6043513798	listen and circle
0.6016920274	dangerous
0.6003873316	unit 3
0.5996463564	es
0.5996463564	aa
0.5994496032	friends
0.5957374820	mother
0.5957374820	dad
0.5953164502	purple
0.5953164502	throw
0.5953164502	ea
0.5953164502	te
0.5953164502	garden
0.5939515512	great
0.5881147547	father
0.5874383278	@ listen
0.5846343854	safety rules
0.5825959235	ae
0.5725773088	snow
0.5725773088	job
0.5725773088	man
0.5701905255	not today
0.5664097901	by school bus
0.5656061639	bus driver
0.5652827201	ee
0.5651491703	theatre
0.5651491703	stop
0.5651491703	scissors
0.5651491703	mum
0.5651491703	earth
0.5643657177	read and write
0.5567576118	er
0.5567576118	fe
0.5543552309	lucky
0.5541236291	books
0.5537552309	jack
0.5537552309	joy
0.5524667027	eee
0.5502948052	home
0.5462625541	dear
0.5456625541	bill's
0.5456625541	tom
0.5454943151	unit 2
0.5449025454	let's check
0.5444182179	se
0.5434889971	run
0.5426682179	ss
0.5414081481	years old
0.5409662338	la
0.5369355339	lets
0.5363355339	steven
0.5363355339	sue
0.5349755411	sos
0.5323236515	police officer
0.5321927128	jobs
0.5315927128	tuike
0.5315927128	tim
0.5315927128	bills
0.5315927128	lily
0.5315927128	tam
0.5315927128	mike
0.5286202032	listen and match
0.5283899990	unit 1
0.5265537157	transportation
0.5248011544	ke
0.5229738456	~
0.5216203824	yaoyao
0.5161082612	iam
0.5145687229	cook
0.5139628066	binbin
0.5139628066	andy
0.5065400794	gp
0.5060178154	let's read
0.5059672428	the monkey wants to
0.5042348792	@ let's sing
0.5037854974	bad day
0.5012851010	teach
0.5012851010	morning
0.5012851010	talk
0.5006534052	on saturday
0.4991525613	dictionary
0.4991525613	plane
0.4990471480	usually go to school
0.4975646085	point and say
0.4974941591	taxi driver
0.4961959957	climb
0.4942778139	car
0.4889773810	fun
0.4886602347	bill plays computer games
0.4840559524	weekend
0.4840559524	children
0.4814475108	basketball
0.4798716447	want to bea
0.4780506194	read again and write
0.4766629347	@ read and write
0.4739882756	police
0.4739882756	football
0.4739882756	bus
0.4736771965	favourite things
0.4719823502	good at
0.4719243860	jumping rope
0.4688975108	also
0.4688975108	2013
0.4688975108	call
0.4688975108	near
0.4687948117	on sunday
0.4679113854	the stairs
0.4673897071	listen and repeat
0.4591738562	meeting place
0.4580292539	~ ~
0.4572195166	out
0.4572195166	ie
0.4572195166	one
0.4572195166	+
0.4572195166	0
0.4572195166	x
0.4562377706	play
0.4555130674	the green light
0.4553765043	read and match
0.4535733297	unit 4
0.4523946248	pick
0.4523946248	future
0.4523946248	bike
0.4523946248	train
0.4523946248	circle
0.4523946248	plays
0.4523946248	green
0.4523946248	fishing
0.4523946248	drawing
0.4523946248	park
0.4518944805	has
0.4518944805	down
0.4518944805	but
0.4518944805	*
0.4518944805	from
0.4506584978	the children need
0.4504005869	@ self assessment
0.4501379149	41
0.4501379149	15
0.4501379149	61
0.4498378711	i'm using
0.4482468615	_
0.4479707446	pick fruit
0.4442414502	52
0.4442414502	51
0.4431775974	school
0.4424700577	street
0.4424700577	safety
0.4410561269	need two teams
0.4410126623	so
0.4410126623	&
0.4403519861	ping pong
0.4402341991	having
0.4402341991	comes
0.4402341991	over
0.4402341991	them
0.4402341991	into
0.4402341991	too
0.4402341991	nine
0.4402341991	9
0.4402341991	their
0.4402341991	#
0.4402341991	8
0.4402341991	myself
0.4402341991	does
0.4389457485	school by school bus
0.4381793290	come
0.4369109307	games
0.4367859928	often play basketball
0.4362126623	cant
0.4359768778	the shops
0.4356505411	of
0.4356390317	fun time
0.4319058284	point and repeat
0.4298406628	new film
0.4272096320	7
0.4260596320	50
0.4227571429	lord
0.4227571429	doctor
0.4227571429	film
0.4227571429	place
0.4227571429	write
0.4227571429	driver
0.4227571429	sidewalk
0.4227571429	excuse
0.4227571429	ball
0.4227571429	rope
0.4222892136	all
0.4218096320	have
0.4201020563	42
0.4197323593	\
0.4195566017	62
0.4195566017	14
0.4195566017	40
0.4195050866	people
0.4188680736	y
0.4170390225	school on foot
0.4159968615	f
0.4156476551	v
0.4156183622	mary
0.4153916885	climb on
